Index, accelX, accelY, accelZ, magX, magY, magZ, gyroX, gyroY, gyroZ, temp, rH, pressure, proximity, maxAudio
154,  -0.069, -0.556,  0.827, 52.050, 54.980, 17.150,  4.460,  0.790,  0.000, 32.050, 37.520, 96.930, 248, 23
155,  -0.070, -0.556,  0.827, 52.170, 54.900, 16.530,  4.460,  1.040,  0.060, 32.050, 37.580, 96.940, 247, 46
156,  -0.069, -0.556,  0.827, 52.030, 55.520, 17.400,  4.760,  1.040,  0.120, 32.010, 37.490, 96.940, 247, 171
157,  -0.069, -0.555,  0.827, 52.430, 55.380, 16.980,  4.700,  0.980,  0.060, 32.010, 37.520, 96.940, 246, 64
158,  -0.070, -0.558,  0.828, 52.210, 54.900, 16.030,  4.460,  0.980,  0.000, 32.030, 37.550, 96.940, 248, 22
159,  -0.069, -0.557,  0.825, 52.120, 55.600, 16.350,  4.700,  0.790, -0.060, 32.030, 37.460, 96.940, 248, 25
160,  -0.069, -0.556,  0.828, 52.580, 55.190, 16.700,  4.580,  0.920, -0.060, 31.990, 37.610, 96.940, 248, 108
161,  -0.070, -0.557,  0.827, 51.840, 55.070, 16.780,  4.640,  0.980,  0.060, 32.030, 37.560, 96.940, 246, 60
162,  -0.069, -0.557,  0.826, 52.060, 55.570, 16.890,  4.580,  1.160,  0.000, 32.030, 37.570, 96.940, 248, 27
163,  -0.070, -0.556,  0.828, 51.840, 55.480, 17.090,  4.460,  0.980,  0.060, 31.990, 37.510, 96.940, 249, 34
164,  -0.069, -0.557,  0.826, 52.120, 55.590, 16.990,  4.640,  1.040, -0.060, 31.990, 37.460, 96.940, 246, 28
165,  -0.069, -0.556,  0.827, 52.150, 55.050, 16.870,  4.390,  0.920,  0.000, 32.010, 37.550, 96.940, 248, 50
166,  -0.070, -0.556,  0.827, 52.780, 55.030, 15.500,  4.150,  1.100,  0.060, 32.030, 37.530, 96.940, 246, 45
167,  -0.069, -0.556,  0.827, 52.160, 55.070, 16.500,  4.330,  1.100, -0.120, 32.030, 37.520, 96.940, 249, 48
168,  -0.068, -0.556,  0.828, 52.760, 55.410, 16.560,  4.520,  0.980,  0.000, 32.050, 37.510, 96.940, 247, 38
