Index, accelX, accelY, accelZ, magX, magY, magZ, gyroX, gyroY, gyroZ, temp, rH, pressure, proximity, maxAudio
717,  -0.060, -0.502,  0.800, 149.950, 59.590,  6.920,  4.520,  0.980,  0.060, 31.870, 37.790, 96.940, 248, 159
718,  -0.068, -0.524,  0.862, 114.510, 63.700,  6.180,  3.910,  1.100, -0.060, 31.870, 37.760, 96.940, 246, 109
719,  -0.082, -0.599,  0.855, 95.320, 63.670,  5.380,  4.520,  0.730,  0.120, 31.850, 37.790, 96.940, 248, 111
720,  -0.039, -0.548,  0.807, 67.190, 60.140,  8.330,  4.640,  0.920,  0.060, 31.830, 37.800, 96.940, 247, 138
721,  -0.043, -0.485,  0.825, 22.010, 57.100, 13.890,  4.090,  1.040, -0.180, 31.830, 37.720, 96.940, 249, 168
722,  -0.108, -0.569,  0.854, -25.670, 55.400, 17.000,  4.330,  0.790,  0.120, 31.850, 37.820, 96.930, 248, 176
723,  -0.074, -0.587,  0.830, -54.390, 54.390, 21.410,  4.520,  0.850,  0.060, 31.810, 37.790, 96.940, 246, 157
724,  -0.031, -0.513,  0.817, -56.370, 52.280, 24.330,  3.970,  1.040, -0.120, 31.870, 37.800, 96.940, 249, 131
725,  -0.072, -0.515,  0.828, -28.780, 48.630, 25.980,  4.030,  1.040, -0.060, 31.870, 37.800, 96.940, 247, 79
726,  -0.106, -0.608,  0.851,  0.590, 45.450, 28.210,  4.640,  0.790,  0.120, 31.870, 37.740, 96.930, 249, 149
727,  -0.063, -0.558,  0.855, 23.070, 48.560, 26.390,  4.760,  0.730,  0.000, 31.850, 37.730, 96.940, 246, 210
728,  -0.027, -0.516,  0.814, 61.290, 52.190, 20.900,  4.090,  1.040, -0.120, 31.830, 37.810, 96.940, 249, 149
729,  -0.095, -0.563,  0.809, 109.200, 54.630, 15.810,  4.580,  0.850,  0.000, 31.870, 37.730, 96.930, 247, 124
730,  -0.104, -0.610,  0.832, 148.730, 54.480, 13.840,  4.760,  0.790,  0.120, 31.830, 37.870, 96.940, 247, 134
731,  -0.026, -0.553,  0.844, 164.280, 56.520, 10.520,  4.090,  1.100, -0.120, 31.850, 37.790, 96.940, 247, 171
732,  -0.058, -0.532,  0.770, 150.230, 59.360,  7.690,  4.460,  0.980, -0.060, 31.850, 37.780, 96.930, 248, 123
