maxAudio_max,acc_max,mag_max,gyro_max,maxAudio_min,acc_min,mag_min,gyro_min,maxAudio_skew,acc_skew,mag_skew,gyro_skew,maxAudio_kurtosis,acc_kurtosis,mag_kurtosis,gyro_kurtosis,maxAudio_sum,acc_sum,mag_sum,gyro_sum,maxAudio_mean,acc_mean,mag_mean,gyro_mean,maxAudio_std,acc_std,mag_std,gyro_std,maxAudio_var,acc_var,mag_var,gyro_var,class
8.10000e+01,1.00050e+00,7.85854e+01,4.82850e+00,1.00000e+00,9.98912e-01,7.70690e+01,4.49846e+00,1.08333e+00,-1.15158e-01,1.11636e-02,-7.49884e-01,9.10337e-01,-1.41262e+00,5.04578e-01,3.79269e-01,2.53000e+02,8.99698e+00,7.00396e+02,4.23155e+01,2.81111e+01,9.99664e-01,7.78217e+01,4.70172e+00,2.58575e+01,5.90386e-04,4.37308e-01,1.05471e-01,6.68611e+02,3.48555e-07,1.91238e-01,1.11242e-02,0.00000e+00
1.01000e+02,1.00023e+00,7.79107e+01,5.00388e+00,1.00000e+01,9.98982e-01,7.70670e+01,4.56679e+00,3.43295e-01,-1.19009e+00,-7.05700e-01,7.64024e-01,-2.24601e-01,4.20094e+00,4.22992e-01,2.99650e-01,4.44000e+02,8.99740e+00,6.98149e+02,4.25903e+01,4.93333e+01,9.99711e-01,7.75721e+01,4.73226e+00,2.85044e+01,3.22613e-04,2.61922e-01,1.41519e-01,8.12500e+02,1.04079e-07,6.86029e-02,2.00276e-02,0.00000e+00
7.00000e+01,1.00106e+00,7.80224e+01,4.81518e+00,1.00000e+01,9.99254e-01,7.72047e+01,4.28390e+00,1.30604e+00,3.36780e-01,2.86795e-01,-1.77377e+00,9.34695e-01,-1.19006e+00,1.06644e+00,3.63155e+00,2.82000e+02,9.00107e+00,6.98132e+02,4.19380e+01,3.13333e+01,1.00012e+00,7.75702e+01,4.65978e+00,1.93197e+01,6.25600e-04,2.36745e-01,1.61791e-01,3.73250e+02,3.91375e-07,5.60481e-02,2.61764e-02,0.00000e+00
1.25000e+02,1.00057e+00,7.80477e+01,4.75664e+00,1.40000e+01,9.98356e-01,7.69550e+01,4.42706e+00,1.89504e+00,3.31323e-01,-6.96643e-01,-3.67994e-01,4.52609e+00,-7.55175e-01,6.22724e-01,-4.39304e-01,4.37000e+02,8.99476e+00,6.98184e+02,4.15523e+01,4.85556e+01,9.99418e-01,7.75760e+01,4.61692e+00,3.20707e+01,7.17877e-04,3.28902e-01,1.10219e-01,1.02853e+03,5.15347e-07,1.08177e-01,1.21482e-02,0.00000e+00
9.20000e+01,1.00030e+00,7.78780e+01,4.78619e+00,-1.00000e+00,9.98085e-01,7.73905e+01,4.48537e+00,-3.35090e-01,-1.36270e-01,-1.76637e-01,3.84071e-01,-1.30376e+00,-1.16510e-01,-6.64310e-01,1.25945e+00,4.33000e+02,8.99325e+00,6.98857e+02,4.16239e+01,4.81111e+01,9.99251e-01,7.76508e+01,4.62487e+00,3.46859e+01,6.64973e-04,1.54453e-01,8.40449e-02,1.20311e+03,4.42189e-07,2.38557e-02,7.06354e-03,0.00000e+00
1.06000e+02,1.00023e+00,7.84297e+01,4.86021e+00,-1.00000e+00,9.97257e-01,7.72902e+01,4.56640e+00,8.10336e-01,-9.88092e-01,1.31790e-01,-4.34136e-02,9.32724e-01,1.43707e+00,-6.49760e-01,-8.63250e-01,3.60000e+02,8.99195e+00,7.00444e+02,4.24217e+01,4.00000e+01,9.99105e-01,7.78271e+01,4.71352e+00,3.26764e+01,8.85697e-04,3.83471e-01,9.72643e-02,1.06775e+03,7.84459e-07,1.47050e-01,9.46034e-03,0.00000e+00
1.14000e+02,1.00119e+00,7.81833e+01,4.84846e+00,-1.00000e+00,9.98912e-01,7.72921e+01,4.54067e+00,8.28112e-01,3.73041e-01,-6.90225e-01,-6.30626e-02,4.29406e-01,-4.64569e-01,-6.46744e-02,-1.15608e+00,3.69000e+02,8.99991e+00,7.00024e+02,4.22180e+01,4.10000e+01,9.99990e-01,7.77805e+01,4.69089e+00,3.70405e+01,7.22495e-04,2.89539e-01,1.10370e-01,1.37200e+03,5.22000e-07,8.38328e-02,1.21816e-02,0.00000e+00
1.05000e+02,1.00112e+00,7.78778e+01,4.73033e+00,2.50000e+01,9.98642e-01,7.75080e+01,4.34288e+00,5.04475e-01,2.79134e-01,6.81838e-01,-1.07991e+00,-7.34774e-01,-6.46917e-01,-1.67793e+00,2.02214e+00,5.11000e+02,8.99838e+00,6.98988e+02,4.11802e+01,5.67778e+01,9.99820e-01,7.76654e+01,4.57558e+00,2.70267e+01,8.23188e-04,1.54234e-01,1.10092e-01,7.30444e+02,6.77638e-07,2.37881e-02,1.21201e-02,0.00000e+00
1.08000e+02,1.00064e+00,7.82059e+01,4.75512e+00,4.00000e+00,9.98426e-01,7.74024e+01,4.39483e+00,1.01738e+00,-6.05233e-02,6.39611e-01,1.20123e-01,1.10471e+00,-5.49345e-01,-1.51588e+00,7.25430e-01,3.96000e+02,8.99588e+00,6.99517e+02,4.09858e+01,4.40000e+01,9.99542e-01,7.77241e+01,4.55397e+00,3.13249e+01,7.02873e-04,3.13801e-01,1.09543e-01,9.81250e+02,4.94030e-07,9.84711e-02,1.19997e-02,0.00000e+00
6.90000e+01,1.00064e+00,7.78804e+01,4.83679e+00,-1.00000e+00,9.98912e-01,7.70469e+01,4.46092e+00,5.49834e-01,1.09891e-01,6.10199e-01,-2.57259e-02,-7.75448e-01,-1.57521e-01,2.02671e-01,-1.14890e+00,2.65000e+02,8.99747e+00,6.96699e+02,4.19184e+01,2.94444e+01,9.99719e-01,7.74110e+01,4.65760e+00,2.58656e+01,5.59035e-04,2.52523e-01,1.27875e-01,6.69028e+02,3.12520e-07,6.37677e-02,1.63519e-02,0.00000e+00
1.24000e+02,1.00037e+00,7.78235e+01,4.95384e+00,-1.00000e+00,9.98085e-01,7.71485e+01,4.54028e+00,2.08696e-01,3.06539e-01,2.75787e-01,1.09700e+00,-1.08983e+00,-5.75628e-01,-1.03500e+00,1.79763e+00,4.90000e+02,8.99235e+00,6.97347e+02,4.22780e+01,5.44444e+01,9.99150e-01,7.74830e+01,4.69756e+00,4.18333e+01,7.26134e-04,2.24325e-01,1.21810e-01,1.75003e+03,5.27270e-07,5.03219e-02,1.48376e-02,0.00000e+00
1.13000e+02,1.00168e+00,7.80585e+01,4.81518e+00,-1.00000e+00,9.98912e-01,7.73494e+01,4.52982e+00,1.73698e+00,4.89478e-01,1.34979e-01,-2.18390e-01,4.08359e+00,8.05644e-03,1.11329e+00,-1.25209e+00,3.34000e+02,9.00169e+00,6.99136e+02,4.22187e+01,3.71111e+01,1.00019e+00,7.76818e+01,4.69097e+00,3.24286e+01,8.41496e-04,2.01911e-01,1.04295e-01,1.05161e+03,7.08115e-07,4.07680e-02,1.08773e-02,0.00000e+00
7.90000e+01,1.00037e+00,7.75496e+01,4.57965e+00,-1.00000e+00,9.98085e-01,7.68859e+01,4.29495e+00,3.84975e-01,4.93416e-01,-6.12246e-01,-4.33165e-01,6.05444e-01,7.13967e-01,3.05896e-01,-1.33855e-01,3.15000e+02,8.99126e+00,6.95458e+02,4.00947e+01,3.50000e+01,9.99029e-01,7.72731e+01,4.45497e+00,2.34041e+01,6.96934e-04,2.02881e-01,9.23335e-02,5.47750e+02,4.85717e-07,4.11608e-02,8.52548e-03,0.00000e+00
7.50000e+01,9.99810e-01,7.75919e+01,4.79070e+00,2.00000e+00,9.98912e-01,7.68447e+01,4.42706e+00,4.67737e-01,1.03653e+00,-9.45625e-01,-3.69791e-01,-8.34835e-01,-8.97430e-01,4.69521e-01,1.24311e-01,2.94000e+02,8.99277e+00,6.95812e+02,4.15403e+01,3.26667e+01,9.99197e-01,7.73125e+01,4.61558e+00,2.54608e+01,3.69493e-04,2.38689e-01,1.09651e-01,6.48250e+02,1.36525e-07,5.69723e-02,1.20234e-02,0.00000e+00
1.46000e+02,1.00030e+00,7.79105e+01,4.75550e+00,7.00000e+00,9.98982e-01,7.72517e+01,4.45069e+00,2.29143e+00,-1.29032e+00,4.68266e-01,-9.91913e-01,5.75223e+00,4.71419e+00,-1.57522e-01,1.36213e+00,3.49000e+02,8.99781e+00,6.97624e+02,4.18135e+01,3.87778e+01,9.99757e-01,7.75138e+01,4.64594e+00,4.32400e+01,3.36672e-04,2.16446e-01,9.39538e-02,1.86969e+03,1.13348e-07,4.68491e-02,8.82731e-03,0.00000e+00
5.60000e+01,1.00064e+00,7.79123e+01,4.79258e+00,1.20000e+01,9.98912e-01,7.69309e+01,4.41264e+00,5.28065e-01,-9.97829e-01,-1.03867e+00,3.60152e-01,1.22888e-01,4.01199e-01,8.84255e-01,5.56905e-01,2.80000e+02,9.00099e+00,6.98031e+02,4.12497e+01,3.11111e+01,1.00011e+00,7.75590e+01,4.58330e+00,1.33926e+01,5.97158e-04,3.08206e-01,1.12393e-01,1.79361e+02,3.56598e-07,9.49908e-02,1.26322e-02,0.00000e+00
1.23000e+02,1.00202e+00,7.78963e+01,4.92008e+00,-1.00000e+00,9.98982e-01,7.71431e+01,4.43952e+00,1.44155e+00,-2.78237e-01,4.71716e-01,3.52225e-01,3.08344e+00,-1.20291e+00,-3.15509e-01,-1.39825e+00,3.38000e+02,9.00425e+00,6.97201e+02,4.18832e+01,3.75556e+01,1.00047e+00,7.74668e+01,4.65369e+00,3.78157e+01,1.07481e-03,2.41457e-01,1.73637e-01,1.43003e+03,1.15523e-06,5.83014e-02,3.01497e-02,0.00000e+00
7.60000e+01,1.00112e+00,7.79304e+01,4.68406e+00,1.10000e+01,9.98844e-01,7.68098e+01,4.51191e+00,-6.34192e-01,1.18505e+00,-5.49576e-01,-2.11099e-01,-1.21788e+00,4.24966e+00,-5.48181e-01,-9.60701e-01,4.60000e+02,8.99809e+00,6.97489e+02,4.14590e+01,5.11111e+01,9.99788e-01,7.74987e+01,4.60656e+00,2.43282e+01,5.90384e-04,3.78716e-01,6.22297e-02,5.91861e+02,3.48553e-07,1.43426e-01,3.87253e-03,0.00000e+00
9.10000e+01,1.00071e+00,7.81118e+01,4.89474e+00,1.30000e+01,9.98426e-01,7.72165e+01,4.55390e+00,1.23784e+00,-2.32504e-01,-3.41986e-01,1.64787e+00,6.96541e-01,-1.00387e+00,-5.76205e-01,3.82155e+00,3.56000e+02,8.99698e+00,6.99396e+02,4.20349e+01,3.95556e+01,9.99664e-01,7.77107e+01,4.67054e+00,2.58269e+01,7.71904e-04,2.90425e-01,9.67732e-02,6.67028e+02,5.95836e-07,8.43467e-02,9.36505e-03,0.00000e+00
7.70000e+01,1.00037e+00,7.81525e+01,4.85143e+00,-1.00000e+00,9.98288e-01,7.71211e+01,4.48537e+00,8.16317e-01,-1.89648e+00,3.92358e-01,4.35299e-01,-8.57829e-01,5.58336e+00,1.90576e+00,-1.48767e-01,2.46000e+02,8.99664e+00,6.98451e+02,4.16872e+01,2.73333e+01,9.99626e-01,7.76056e+01,4.63191e+00,2.79285e+01,5.51780e-04,2.79193e-01,1.19717e-01,7.80000e+02,3.04461e-07,7.79488e-02,1.43321e-02,0.00000e+00
5.90000e+01,1.00064e+00,7.80864e+01,4.82850e+00,-1.00000e+00,9.99185e-01,7.71325e+01,4.61268e+00,3.44410e-01,1.51840e-01,-3.67152e-02,9.13933e-02,7.47406e-01,-8.49850e-01,-1.01222e+00,-1.75197e+00,2.15000e+02,8.99987e+00,6.98342e+02,4.24151e+01,2.38889e+01,9.99986e-01,7.75936e+01,4.71279e+00,1.84557e+01,4.95044e-04,3.19057e-01,8.24830e-02,3.40611e+02,2.45068e-07,1.01797e-01,6.80344e-03,0.00000e+00
3.30000e+01,1.00285e+00,7.79730e+01,4.77624e+00,0.00000e+00,9.98356e-01,7.70236e+01,4.39524e+00,5.45062e-01,1.17258e+00,6.55662e-02,-7.31117e-01,-7.44489e-01,2.68155e+00,1.62960e+00,-2.82581e-01,1.23000e+02,9.00154e+00,6.97397e+02,4.15882e+01,1.36667e+01,1.00017e+00,7.74885e+01,4.62091e+00,1.12472e+01,1.23696e-03,2.58986e-01,1.25318e-01,1.26500e+02,1.53007e-06,6.70738e-02,1.57046e-02,0.00000e+00
6.40000e+01,1.00119e+00,7.79916e+01,4.81705e+00,6.00000e+00,9.99185e-01,7.71431e+01,4.38102e+00,-3.05286e-01,-2.71449e-01,-6.65336e-01,6.33888e-03,-5.87528e-01,-7.88097e-01,9.59984e-01,-1.74179e+00,3.44000e+02,9.00222e+00,6.98705e+02,4.14153e+01,3.82222e+01,1.00025e+00,7.76339e+01,4.60170e+00,1.85592e+01,6.35154e-04,2.47355e-01,1.65844e-01,3.44444e+02,4.03421e-07,6.11845e-02,2.75042e-02,0.00000e+00
7.50000e+01,1.00030e+00,7.78901e+01,4.90702e+00,2.30000e+01,9.98912e-01,7.73013e+01,4.60549e+00,5.08591e-01,-7.44886e-01,2.15188e-01,3.87657e-01,-6.36101e-01,-8.02730e-02,-1.31164e+00,-7.52664e-01,4.18000e+02,8.99747e+00,6.98319e+02,4.26409e+01,4.64444e+01,9.99719e-01,7.75910e+01,4.73787e+00,1.75863e+01,4.86752e-04,2.03652e-01,1.02078e-01,3.09278e+02,2.36928e-07,4.14741e-02,1.04199e-02,0.00000e+00
1.03000e+02,1.00037e+00,7.77164e+01,4.90848e+00,1.70000e+01,9.98912e-01,7.69616e+01,4.61307e+00,1.42821e+00,6.67969e-01,-1.28942e+00,4.22742e-01,8.99141e-01,-1.15314e+00,1.37682e+00,-1.33258e-01,3.83000e+02,8.99464e+00,6.97255e+02,4.27397e+01,4.25556e+01,9.99404e-01,7.74728e+01,4.74885e+00,3.01957e+01,5.44839e-04,2.44898e-01,9.23814e-02,9.11778e+02,2.96850e-07,5.99752e-02,8.53432e-03,0.00000e+00
9.20000e+01,1.00182e+00,7.80091e+01,4.86132e+00,-1.00000e+00,9.98982e-01,7.71796e+01,4.48309e+00,8.85867e-01,1.03156e+00,1.68622e-01,-6.48622e-01,-4.60675e-01,8.73395e-02,-9.23838e-01,-9.39531e-01,3.16000e+02,9.00169e+00,6.97803e+02,4.23514e+01,3.51111e+01,1.00019e+00,7.75336e+01,4.70571e+00,3.29903e+01,9.53387e-04,2.89056e-01,1.37937e-01,1.08836e+03,9.08947e-07,8.35535e-02,1.90266e-02,0.00000e+00
8.70000e+01,1.00112e+00,7.81687e+01,4.81705e+00,-1.00000e+00,9.98356e-01,7.66098e+01,4.47193e+00,-4.45129e-03,3.03285e-01,2.12737e-01,1.62572e-01,-4.45357e-01,-1.31938e+00,6.56292e-01,-2.38500e-02,3.87000e+02,8.99670e+00,6.96531e+02,4.17833e+01,4.30000e+01,9.99634e-01,7.73924e+01,4.64259e+00,2.70139e+01,1.06036e-03,4.56122e-01,1.04180e-01,7.29750e+02,1.12436e-06,2.08047e-01,1.08534e-02,0.00000e+00
1.02000e+02,9.99740e-01,7.76300e+01,1.63167e+01,2.00000e+00,9.98154e-01,7.69790e+01,4.58004e+00,3.22795e-01,2.03178e-01,4.40037e-01,2.99647e+00,-1.02871e-01,-7.62427e-01,-6.42968e-01,8.98418e+00,4.05000e+02,8.99000e+00,6.95195e+02,5.39585e+01,4.50000e+01,9.98889e-01,7.72438e+01,5.99539e+00,3.17530e+01,5.34028e-04,2.19718e-01,3.87167e+00,1.00825e+03,2.85186e-07,4.82761e-02,1.49898e+01,0.00000e+00
9.00000e+01,1.00057e+00,7.77497e+01,4.99283e+00,1.10000e+01,9.98356e-01,7.68753e+01,4.63966e+00,8.79738e-01,-2.31888e-01,7.28905e-03,1.46389e-02,-4.22720e-02,-1.10503e+00,-1.62544e+00,9.12523e-02,3.33000e+02,8.99622e+00,6.95874e+02,4.33155e+01,3.70000e+01,9.99580e-01,7.73194e+01,4.81284e+00,2.75500e+01,7.46144e-04,3.29001e-01,1.04808e-01,7.59000e+02,5.56730e-07,1.08242e-01,1.09848e-02,0.00000e+00
1.08000e+02,1.00064e+00,7.78117e+01,4.97743e+00,1.00000e+01,9.98356e-01,7.70016e+01,4.56022e+00,2.04325e+00,-5.13689e-01,1.39704e-01,-1.14844e-01,5.05695e+00,8.06495e-01,-1.25002e+00,-1.12008e+00,3.53000e+02,8.99621e+00,6.96206e+02,4.30571e+01,3.92222e+01,9.99579e-01,7.73562e+01,4.78412e+00,2.83759e+01,6.56156e-04,2.81730e-01,1.44372e-01,8.05194e+02,4.30541e-07,7.93719e-02,2.08434e-02,0.00000e+00
5.30000e+01,1.00112e+00,7.78942e+01,4.79070e+00,1.60000e+01,9.98844e-01,7.71924e+01,4.58004e+00,2.30816e-01,1.24309e+00,9.22885e-03,-9.43943e-02,-8.06953e-01,1.90874e+00,-2.35614e-01,-1.63885e+00,2.87000e+02,8.99595e+00,6.97976e+02,4.22214e+01,3.18889e+01,9.99550e-01,7.75528e+01,4.69127e+00,1.26732e+01,7.27876e-04,2.15566e-01,8.12159e-02,1.60611e+02,5.29803e-07,4.64688e-02,6.59602e-03,0.00000e+00
2.25000e+02,9.99810e-01,7.80197e+01,4.81369e+00,3.90000e+01,9.98642e-01,7.68871e+01,4.48577e+00,2.36325e+00,2.97388e-01,-5.98489e-02,1.43843e-01,5.89913e+00,-1.07165e+00,-5.84051e-01,-9.50841e-01,6.99000e+02,8.99265e+00,6.97352e+02,4.17302e+01,7.76667e+01,9.99183e-01,7.74835e+01,4.63669e+00,5.91439e+01,3.80618e-04,3.73034e-01,1.11463e-01,3.49800e+03,1.44870e-07,1.39155e-01,1.24241e-02,0.00000e+00
6.30000e+01,9.99740e-01,7.75788e+01,4.86021e+00,0.00000e+00,9.98154e-01,7.68635e+01,4.56798e+00,9.64790e-01,1.35175e+00,-1.55536e-01,-1.20251e+00,4.39241e-01,1.54526e+00,-9.06739e-01,3.33684e+00,2.04000e+02,8.98732e+00,6.95093e+02,4.26886e+01,2.26667e+01,9.98591e-01,7.72326e+01,4.74318e+00,2.07304e+01,5.37493e-04,2.49030e-01,7.87813e-02,4.29750e+02,2.88899e-07,6.20160e-02,6.20649e-03,0.00000e+00
5.30000e+01,9.99810e-01,7.84753e+01,4.97779e+00,1.30000e+01,9.98844e-01,7.70794e+01,4.49846e+00,-8.46808e-01,-8.47247e-01,1.72855e+00,-9.21806e-03,3.47052e-01,-1.67934e+00,4.27709e+00,-1.35353e+00,3.21000e+02,8.99532e+00,6.97947e+02,4.25127e+01,3.56667e+01,9.99480e-01,7.75497e+01,4.72363e+00,1.24298e+01,4.44300e-04,3.93531e-01,1.74677e-01,1.54500e+02,1.97403e-07,1.54867e-01,3.05121e-02,0.00000e+00
6.10000e+01,1.00147e+00,7.76965e+01,4.79070e+00,1.60000e+01,9.99740e-01,7.69196e+01,4.61424e+00,6.79795e-01,7.20370e-01,2.80278e-02,-4.49866e-01,-4.72930e-01,-7.77086e-01,-6.54521e-01,-1.50794e+00,3.02000e+02,9.00299e+00,6.95794e+02,4.24053e+01,3.35556e+01,1.00033e+00,7.73105e+01,4.71170e+00,1.54119e+01,6.48251e-04,2.46549e-01,6.61679e-02,2.37528e+02,4.20229e-07,6.07866e-02,4.37819e-03,0.00000e+00
